stat,horizon,gw_from,gw_to,player,position,predicted,oracle_odds,persistence,position_mean,f2_formula,f2_oracle,actual,valid_opp
score1,1,16,17,William Saliba,DEF,,0.07282781482262955,0.100250626566416,0.0726829858335866,,0.14123967382793623,0.0680272108843537,False
score1,1,16,17,Jurrien Timber,DEF,,0.09224856544199748,0.126984126984127,0.0726829858335866,,0.1789035868487193,0.0952380952380952,False
score1,1,16,17,Myles Lewis-Skelly,DEF,,0.09883774868785443,0.1360544217687075,0.0726829858335866,,0.19168241448077064,0.0952380952380952,False
score1,1,16,17,Bukayo Saka,MID,,0.37259076197483443,0.4761904761904762,0.1848331582093885,,0.33337661525989576,0.3306878306878306,False
score1,1,16,17,Martin Odegaard,MID,,0.21290900684276245,0.2721088435374149,0.1848331582093885,,0.19050092300565466,0.1731601731601732,False
score1,1,16,17,Noni Madueke,MID,,0.3104923016456953,0.3968253968253968,0.1848331582093885,,0.2778138460499131,0.2801120448179272,False
score1,1,16,17,Gabriel Martinelli,MID,,0.3104923016456953,0.3968253968253968,0.1848331582093885,,0.2778138460499131,0.2645502645502645,False
score1,1,16,17,Leandro Trossard,MID,,0.3104923016456953,0.3968253968253968,0.1848331582093885,,0.2778138460499131,0.2801120448179272,False
score1,1,16,17,Declan Rice,MID,,0.17742417236896882,0.2267573696145125,0.1848331582093885,,0.15875076917137895,0.1587301587301587,False
score1,1,16,17,Mikel Merino,MID,,0.32399196693463866,0.4140786749482402,0.1848331582093885,,0.2898927089216485,0.2886002886002886,False
score1,1,16,17,Christian Norgaard,MID,,0.12419692065827811,0.1587301587301587,0.1848331582093885,,0.11112553841996523,0.1058201058201058,False
score1,1,16,17,Ethan Nwaneri,MID,,0.33871887452257665,0.4329004329004328,0.1848331582093885,,0.30306965023626875,0.2976190476190476,False
score1,1,16,17,Martin Zubimendi,MID,,0.13548754980903072,0.1731601731601732,0.1848331582093885,,0.12122786009450758,0.1120448179271709,False
score1,1,16,17,Eberechi Eze,MID,,0.3548483447379375,0.4535147392290249,0.1848331582093885,,0.31750153834275785,0.3174603174603174,False
score1,1,16,17,Viktor Gyokeres,FWD,,0.4527014539915501,0.5537098560354374,0.30354858145419655,,0.21547009470078396,0.4140786749482402,False
score1,1,16,17,Andre Harriman-Annous,MID,,0.2980726095798675,0.3809523809523809,0.1848331582093885,,0.26670129220791655,0.253968253968254,False
score1,1,16,17,Piero Hincapie,DEF,,0.09883774868785443,0.1360544217687075,0.0726829858335866,,0.19168241448077064,0.0952380952380952,False
score1,1,16,17,Matty Cash,DEF,,0.1267356119641666,0.126984126984127,0.0726829858335866,,0.24389668388007188,0.126984126984127,False
score1,1,16,17,Lucas Digne,DEF,,0.07311669921009603,0.0732600732600732,0.0726829858335866,,0.1407096253154259,0.0793650793650793,False
score1,1,16,17,Ezri Konsa,DEF,,0.07311669921009603,0.0732600732600732,0.0726829858335866,,0.1407096253154259,0.0732600732600732,False
score1,1,16,17,Ian Maatsen,DEF,,0.0950517089731249,0.0952380952380952,0.0726829858335866,,0.18292251291005382,0.119047619047619,False
score1,1,16,17,Lamare Bogarde,DEF,,0.1000544304980262,0.100250626566416,0.0726829858335866,,0.19255001358953033,0.1058201058201058,False
score1,1,16,17,Morgan Rogers,MID,,0.2664200922411333,0.2721088435374149,0.1848331582093885,,0.23555668854029366,0.2886002886002886,False
score1,1,16,17,Youri Tielemans,MID,,0.20721562729865925,0.2116402116402116,0.1848331582093885,,0.18321075775356177,0.2199494116353239,False
score1,1,16,17,Emiliano Buendia,MID,,0.2331175807109917,0.2380952380952381,0.1848331582093885,,0.20611210247275705,0.2380952380952381,False
score1,1,16,17,Donyell Malen,MID,,0.33302511530141665,0.3401360544217687,0.1848331582093885,,0.29444586067536715,0.3809523809523809,False
score1,1,16,17,John McGinn,MID,,0.1554117204739944,0.1587301587301587,0.1848331582093885,,0.13740806831517133,0.1731601731601732,False
score1,1,16,17,Boubacar Kamara,MID,,0.07172848637261275,0.0732600732600732,0.1848331582093885,,0.06341910845315595,0.0793650793650793,False
score1,1,16,17,Amadou Onana,MID,,0.14345697274522565,0.1465201465201465,0.1848331582093885,,0.126838216906312,0.1904761904761905,False
score1,1,16,17,Ollie Watkins,FWD,,0.38408292366242663,0.3968253968253968,0.30354858145419655,,0.1792763487453002,0.4140786749482402,False
score1,1,16,17,Harvey Elliott,MID,,0.2331175807109917,0.2380952380952381,0.1848331582093885,,0.20611210247275705,0.253968253968254,False
score1,1,16,17,Hjalmar Ekdal,DEF,,0.05530337812240559,0.0560224089635854,0.0726829858335866,,0.10114190605025983,0.0529100529100529,False
score1,1,16,17,Maxime Esteve,DEF,,0.05530337812240559,0.0560224089635854,0.0726829858335866,,0.10114190605025983,0.0529100529100529,False
score1,1,16,17,Quilindschy Hartman,DEF,,0.06715410200577822,0.0680272108843537,0.0726829858335866,,0.12281517163245836,0.0634920634920634,False
score1,1,16,17,Oliver Sonne,DEF,,0.09896393979798898,0.100250626566416,0.0726829858335866,,0.1809907792478334,0.0952380952380952,False
score1,1,16,17,Joe Worrall,DEF,,0.04087640991656066,0.041407867494824,0.0726829858335866,,0.07475706099367031,0.0366300366300366,False
score1,1,16,17,Jaidon Anthony,MID,,0.19319221817181823,0.2199494116353239,0.1848331582093885,,0.18962832646835842,0.2116402116402116,False
score1,1,16,17,Jacob Bruun Larsen,MID,,0.18589384548532728,0.2116402116402116,0.1848331582093885,,0.18246458969066484,0.2116402116402116,False
score1,1,16,17,Josh Cullen,MID,,0.07604748224399746,0.0865800865800865,0.1848331582093885,,0.07464460487345373,0.0793650793650793,False
score1,1,16,17,Marcus Edwards,MID,,0.1673044609367946,0.1904761904761905,0.1848331582093885,,0.1642181307215984,0.1731601731601732,False
score1,1,16,17,Josh Laurent,MID,,0.11950318638342472,0.1360544217687075,0.1848331582093885,,0.1172986648011417,0.126984126984127,False
score1,1,16,17,Loum Tchaouna,MID,,0.15209496448799512,0.1731601731601732,0.1848331582093885,,0.14928920974690765,0.1731601731601732,False
score1,1,16,17,Zian Flemming,FWD,,0.21790151593470083,0.253968253968254,0.30354858145419655,,0.11432900807548381,0.2380952380952381,False
score1,1,16,17,Ashley Barnes,FWD,,0.21790151593470083,0.253968253968254,0.30354858145419655,,0.11432900807548381,0.2267573696145125,False
score1,1,16,17,Lesley Ugochukwu,MID,,0.11950318638342472,0.1360544217687075,0.1848331582093885,,0.1172986648011417,0.1465201465201465,False
score1,1,16,17,Armando Broja,FWD,,0.19455492494169718,0.2267573696145125,0.30354858145419655,,0.10207947149596769,0.2199494116353239,False
score1,1,16,17,Florentino,MID,,0.06434786959107477,0.0732600732600732,0.1848331582093885,,0.063160819508307,0.0680272108843537,False
score1,1,16,17,Marcos Senesi,DEF,,0.0,0.0,0.0726829858335866,,0.0,0.0793650793650793,False
score1,1,16,17,Adam Smith,DEF,,0.0,0.0,0.0726829858335866,,0.0,0.0560224089635854,False
score1,1,16,17,Adrien Truffert,DEF,,0.0,0.0,0.0726829858335866,,0.0,0.1058201058201058,False
score1,1,16,17,Matai Akinmboni,DEF,,0.0,0.0,0.0726829858335866,,0.0,0.0453514739229024,False
score1,1,16,17,James Hill,DEF,,0.0,0.0,0.0726829858335866,,0.0,0.0865800865800865,False
score1,1,16,17,Julian Araujo,DEF,,0.0,0.0,0.0726829858335866,,0.0,0.0793650793650793,False
score1,1,16,17,Justin Kluivert,MID,,0.40186541643038604,0.2267573696145125,0.1848331582093885,,0.3633812497686195,0.3401360544217687,False
score1,1,16,17,Antoine Semenyo,MID,,0.49642198500224144,0.2801120448179272,0.1848331582093885,,0.4488827203024123,0.4232804232804233,False
score1,1,16,17,Marcus Tavernier,MID,,0.3375669498015242,0.1904761904761905,0.1848331582093885,,0.30524024980564035,0.3072196620583717,False
score1,1,16,17,David Brooks,MID,,0.3750743886683602,0.2116402116402116,0.1848331582093885,,0.3391558331173781,0.3174603174603174,False
score1,1,16,17,Alex Scott,MID,,0.0,0.0,0.1848331582093885,,0.0,0.1731601731601732,False
score1,1,16,17,Evanilson,FWD,,0.4904589305216699,0.2886002886002886,0.30354858145419655,,0.2411948691892572,0.4329004329004328,False
score1,1,16,17,Bafode Diakite,DEF,,0.0,0.0,0.0726829858335866,,0.0,0.0865800865800865,False
score1,1,16,17,Amine Adli,MID,,0.30687904527411297,0.1731601731601732,0.1848331582093885,,0.2774911361869459,0.2645502645502645,False
score1,1,16,17,Alex Jimenez,DEF,,0.0,0.0,0.0726829858335866,,0.0,0.2267573696145125,False
score1,1,16,17,Veljko Milosavljevic,DEF,,0.0,0.0,0.0726829858335866,,0.0,0.0952380952380952,False
score1,1,16,17,Reiss Nelson,MID,,0.2264820851300169,0.2380952380952381,0.1848331582093885,,0.20143326404730125,0.2199494116353239,False
score1,1,16,17,Nathan Collins,DEF,,0.08820864975745396,0.0952380952380952,0.0726829858335866,,0.17548900673585224,0.0865800865800865,False
score1,1,16,17,Keane Lewis-Potter,DEF,,0.19601922168323102,0.2116402116402116,0.0726829858335866,,0.38997557052411613,0.2116402116402116,False
score1,1,16,17,Kristoffer Ajer,DEF,,0.06300617839818139,0.0680272108843537,0.0726829858335866,,0.12534929052560873,0.0680272108843537,False
score1,1,16,17,Rico Henry,DEF,,0.06300617839818139,0.0680272108843537,0.0726829858335866,,0.12534929052560873,0.0634920634920634,False
score1,1,16,17,Michael Kayode,DEF,,0.05880576650496925,0.0634920634920634,0.0726829858335866,,0.11699267115723472,0.0634920634920634,False
score1,1,16,17,Ethan Pinnock,DEF,,0.0735072081312116,0.0793650793650793,0.0726829858335866,,0.14624083894654347,0.0732600732600732,False
score1,1,16,17,Sepp van den Berg,DEF,,0.08820864975745396,0.0952380952380952,0.0726829858335866,,0.17548900673585224,0.0952380952380952,False
score1,1,16,17,Aaron Hickey,DEF,,0.08018968159768537,0.0865800865800865,0.0726829858335866,,0.1595354606689565,0.0793650793650793,False
score1,1,16,17,Mikkel Damsgaard,MID,,0.16471424373092144,0.1731601731601732,0.1848331582093885,,0.14649691930712821,0.1731601731601732,False
score1,1,16,17,Jordan Henderson,MID,,0.06968679542462053,0.0732600732600732,0.1848331582093885,,0.061979465860708016,0.0732600732600732,False
score1,1,16,17,Vitaly Janelt,MID,,0.10657980476706683,0.1120448179271709,0.1848331582093885,,0.09479212425755355,0.1058201058201058,False
score1,1,16,17,Mathias Jensen,MID,,0.09536087794948077,0.100250626566416,0.1848331582093885,,0.08481400591465312,0.0952380952380952,False
score1,1,16,17,Yehor Yarmoliuk,MID,,0.09536087794948077,0.100250626566416,0.1848331582093885,,0.08481400591465312,0.0952380952380952,False
score1,1,16,17,Romelle Donovan,MID,,0.20922132575521196,0.2199494116353239,0.1848331582093885,,0.18608153722614434,0.1904761904761905,False
score1,1,16,17,Igor Thiago,FWD,,0.4393913505860902,0.4535147392290249,0.30354858145419655,,0.20294775347054345,0.4232804232804233,False
score1,1,16,17,Olivier Boscagli,DEF,,0.1012991346894692,0.0634920634920634,0.0726829858335866,,0.19026895102770583,0.0865800865800865,False
score1,1,16,17,Diego Coppola,DEF,,0.1012991346894692,0.0634920634920634,0.0726829858335866,,0.19026895102770583,0.0865800865800865,False
score1,1,16,17,Maxim De Cuyper,DEF,,0.27627036733491644,0.1731601731601732,0.0726829858335866,,0.5189153209846531,0.2380952380952381,False
score1,1,16,17,Ferdi Kadioglu,DEF,,0.18993587754275493,0.119047619047619,0.0726829858335866,,0.3567542831769488,0.126984126984127,False
score1,1,16,17,Jan Paul van Hecke,DEF,,0.08441594557455777,0.0529100529100529,0.0726829858335866,,0.15855745918975503,0.0732600732600732,False
score1,1,16,17,Joel Veltman,DEF,,0.06606465305834955,0.041407867494824,0.0726829858335866,,0.12408844632241697,0.0634920634920634,False
score1,1,16,17,Kaoru Mitoma,MID,,0.36370986392370547,0.2116402116402116,0.1848331582093885,,0.32135473140536946,0.2721088435374149,False
score1,1,16,17,Georginio Rutter,MID,,0.36370986392370547,0.2116402116402116,0.1848331582093885,,0.32135473140536946,0.2801120448179272,False
score1,1,16,17,Yankuba Minteh,MID,,0.327338877531335,0.1904761904761905,0.1848331582093885,,0.28921925826483263,0.253968253968254,False
score1,1,16,17,Brajan Gruda,MID,,0.36370986392370547,0.2116402116402116,0.1848331582093885,,0.32135473140536946,0.2930402930402931,False
score1,1,16,17,Jack Hinshelwood,MID,,0.19255228090078533,0.1120448179271709,0.1848331582093885,,0.17012897544990158,0.1587301587301587,False
score1,1,16,17,Yasin Ayari,MID,,0.2045867984570843,0.119047619047619,0.1848331582093885,,0.1807620364155203,0.1731601731601732,False
score1,1,16,17,Tom Watson,MID,,0.36370986392370547,0.2116402116402116,0.1848331582093885,,0.32135473140536946,0.2801120448179272,False
score1,1,16,17,Mats Wieffer,MID,,0.1487903988778794,0.0865800865800865,0.1848331582093885,,0.1314632992112874,0.119047619047619,False
score1,1,16,17,Joe Knight,MID,,0.12589956828128257,0.0732600732600732,0.1848331582093885,,0.11123817625570474,0.1058201058201058,False
score1,1,16,17,Danny Welbeck,FWD,,0.4946977560554819,0.2930402930402931,0.30354858145419655,,0.23473259750099806,0.4140786749482402,False
score1,1,16,17,Charalampos Kostoulas,FWD,,0.38280183504293236,0.2267573696145125,0.30354858145419655,,0.1816383194948199,0.3174603174603174,False
score1,1,16,17,Nehemiah Oriola,MID,,0.2727823979427791,0.1587301587301587,0.1848331582093885,,0.2410160485540271,0.2116402116402116,False
score1,1,16,17,Facundo Buonanotte,MID,,0.18600859193969668,0.253968253968254,0.1848331582093885,,0.17165144585873354,0.2267573696145125,False
score1,1,16,17,Marc Cucurella,DEF,,0.08700236308706744,0.126984126984127,0.0726829858335866,,0.1807961151418435,0.1120448179271709,False
score1,1,16,17,Reece James,DEF,,0.1003873420235393,0.1465201465201465,0.0726829858335866,,0.2086109020867424,0.1360544217687075,False
score1,1,16,17,Trevoh Chalobah,DEF,,0.07676679095917716,0.1120448179271709,0.0726829858335866,,0.15952598394868545,0.100250626566416,False
score1,1,16,17,Malo Gusto,DEF,,0.06525177231530054,0.0952380952380952,0.0726829858335866,,0.13559708635638254,0.0793650793650793,False
score1,1,16,17,Benoit Badiashile,DEF,,0.059319793013909536,0.0865800865800865,0.0726829858335866,,0.12327007850580221,0.0793650793650793,False
score1,1,16,17,Wesley Fofana,DEF,,0.03434303806068449,0.050125313283208,0.0726829858335866,,0.07136688755599081,0.0453514739229024,False
score1,1,16,17,Tosin Adarabioyo,DEF,,0.05437647692941709,0.0793650793650793,0.0726829858335866,,0.11299757196365207,0.0732600732600732,False
score1,1,16,17,Josh Acheampong,DEF,,0.05437647692941709,0.0793650793650793,0.0726829858335866,,0.11299757196365207,0.0680272108843537,False
score1,1,16,17,Cole Palmer,MID,,0.2682816229899471,0.3663003663003663,0.1848331582093885,,0.24757420075778871,0.3306878306878306,False
score1,1,16,17,Pedro Neto,MID,,0.18600859193969668,0.253968253968254,0.1848331582093885,,0.17165144585873354,0.2116402116402116,False
score1,1,16,17,Enzo Fernandez,MID,,0.1550071599497472,0.2116402116402116,0.1848331582093885,,0.14304287154894457,0.1904761904761905,False
score1,1,16,17,Estevao,MID,,0.18600859193969668,0.253968253968254,0.1848331582093885,,0.17165144585873354,0.253968253968254,False
score1,1,16,17,Jamie Gittens,MID,,0.1550071599497472,0.2116402116402116,0.1848331582093885,,0.14304287154894457,0.2116402116402116,False
score1,1,16,17,Tyrique George,MID,,0.24219868742147996,0.3306878306878306,0.1848331582093885,,0.22350448679522586,0.2886002886002886,False
score1,1,16,17,Andrey Santos,MID,,0.1550071599497472,0.2116402116402116,0.1848331582093885,,0.14304287154894457,0.1904761904761905,False
score1,1,16,17,Joao Pedro,FWD,,0.25424834899687143,0.3306878306878306,0.30354858145419655,,0.1205393204716428,0.3174603174603174,False
score1,1,16,17,Marc Guiu,FWD,,0.2662673618585418,0.3463203463203463,0.30354858145419655,,0.12623754289393868,0.3072196620583717,False
score1,1,16,17,Alejandro Garnacho,MID,,0.22501039347543947,0.3072196620583717,0.1848331582093885,,0.20764287805491954,0.2645502645502645,False
score1,1,16,17,Jorrel Hato,DEF,,0.05437647692941709,0.0793650793650793,0.0726829858335866,,0.11299757196365207,0.0680272108843537,False
score1,1,16,17,Maxence Lacroix,DEF,,0.07668848216905737,0.0732600732600732,0.0726829858335866,,0.15891415747218585,0.0793650793650793,False
score1,1,16,17,Tyrick Mitchell,DEF,,0.04747382229513069,0.0453514739229024,0.0726829858335866,,0.09837543081611491,0.0476190476190476,False
score1,1,16,17,Borna Sosa,DEF,,0.06646335121318302,0.0634920634920634,0.0726829858335866,,0.137725603142561,0.0680272108843537,False
score1,1,16,17,Marc Guehi,DEF,,0.09969502681977463,0.0952380952380952,0.0726829858335866,,0.20658840471384168,0.0952380952380952,False
score1,1,16,17,Chris Richards,DEF,,0.07121073344269614,0.0680272108843537,0.0726829858335866,,0.1475631462241726,0.0680272108843537,False
score1,1,16,17,Nathaniel Clyne,DEF,,0.08307918901647882,0.0793650793650793,0.0726829858335866,,0.17215700392820132,0.0865800865800865,False
score1,1,16,17,Romain Esse,MID,,0.22564501078319757,0.1904761904761905,0.1848331582093885,,0.2020230238400582,0.2116402116402116,False
score1,1,16,17,Will Hughes,MID,,0.09401875449299892,0.0793650793650793,0.1848331582093885,,0.08417625993335752,0.0793650793650793,False
score1,1,16,17,Jefferson Lerma,MID,,0.11282250539159873,0.0952380952380952,0.1848331582093885,,0.10101151192002905,0.0952380952380952,False
score1,1,16,17,Adam Wharton,MID,,0.09401875449299892,0.0793650793650793,0.1848331582093885,,0.08417625993335752,0.0793650793650793,False
score1,1,16,17,Justin Devenny,MID,,0.2051318279847251,0.1731601731601732,0.1848331582093885,,0.18365729440005293,0.1904761904761905,False
score1,1,16,17,Kaden Rodney,MID,,0.07521500359439909,0.0634920634920634,0.1848331582093885,,0.06734100794668597,0.0680272108843537,False
score1,1,16,17,Jean-Philippe Mateta,FWD,,0.42579695953452684,0.3463203463203463,0.30354858145419655,,0.19348485205238652,0.3663003663003663,False
score1,1,16,17,Eddie Nketiah,FWD,,0.3122511036586531,0.253968253968254,0.30354858145419655,,0.1418888915050835,0.2645502645502645,False
score1,1,16,17,Rio Cardines,MID,,0.07521500359439909,0.0634920634920634,0.1848331582093885,,0.06734100794668597,0.0634920634920634,False
score1,1,16,17,Yeremy Pino,MID,,0.25071667864799724,0.2116402116402116,0.1848331582093885,,0.2244700264889535,0.2116402116402116,False
score1,1,16,17,Jaydee Canvot,DEF,,0.049847513409887315,0.0476190476190476,0.0726829858335866,,0.10329420235692084,0.050125313283208,False
score1,1,16,17,Christantus Uche,FWD,,0.27879562826665455,0.2267573696145125,0.30354858145419655,,0.12668651027239597,0.2380952380952381,False
score1,1,16,17,James Tarkowski,DEF,,0.044989999702988274,0.050125313283208,0.0726829858335866,,0.08112489351817684,0.0453514739229024,False
score1,1,16,17,Vitalii Mykolenko,DEF,,0.037165651928555525,0.041407867494824,0.0726829858335866,,0.06701621638458086,0.0366300366300366,False
score1,1,16,17,Jake O'Brien,DEF,,0.0777099994869797,0.0865800865800865,0.0726829858335866,,0.14012481607685082,0.0634920634920634,False
score1,1,16,17,Michael Keane,DEF,,0.08997999940597655,0.100250626566416,0.0726829858335866,,0.16224978703635368,0.0952380952380952,False
score1,1,16,17,Nathan Patterson,DEF,,0.044989999702988274,0.050125313283208,0.0726829858335866,,0.08112489351817684,0.0453514739229024,False
score1,1,16,17,Reece Welch,DEF,,0.037165651928555525,0.041407867494824,0.0726829858335866,,0.06701621638458086,0.0366300366300366,False
score1,1,16,17,Dwight McNeil,MID,,0.1409402715811109,0.1587301587301587,0.1848331582093885,,0.1311474623658084,0.126984126984127,False
score1,1,16,17,James Garner,MID,,0.05637610863244429,0.0634920634920634,0.1848331582093885,,0.052458984946323305,0.0529100529100529,False
score1,1,16,17,Tim Iroegbunam,MID,,0.06504935611435882,0.0732600732600732,0.1848331582093885,,0.06052959801498845,0.0529100529100529,False
score1,1,16,17,Thierno Barry,FWD,,0.19482154237286306,0.2199494116353239,0.30354858145419655,,0.09578706064932842,0.1904761904761905,False
score1,1,16,17,Beto,FWD,,0.23432702179847129,0.2645502645502645,0.30354858145419655,,0.11521054794766442,0.2199494116353239,False
score1,1,16,17,Jack Grealish,MID,,0.11275221726488875,0.126984126984127,0.1848331582093885,,0.10491796989264678,0.119047619047619,False
score1,1,16,17,Adam Aznou,DEF,,0.04070523782651313,0.0453514739229024,0.0726829858335866,,0.07339871318311225,0.041407867494824,False
score1,1,16,17,Elijah Campbell,DEF,,0.032877307475260645,0.0366300366300366,0.0726829858335866,,0.059283576032513816,0.0280112044817927,False
score1,1,16,17,Tyler Dibling,MID,,0.13009871222871774,0.1465201465201465,0.1848331582093885,,0.121059196029977,0.119047619047619,False
score1,1,16,17,Joachim Andersen,DEF,,0.051814226554198636,0.0634920634920634,0.0726829858335866,,0.1025606899196564,0.0560224089635854,False
score1,1,16,17,Timothy Castagne,DEF,,0.051814226554198636,0.0634920634920634,0.0726829858335866,,0.1025606899196564,0.0560224089635854,False
score1,1,16,17,Issa Diop,DEF,,0.05551524273664144,0.0680272108843537,0.0726829858335866,,0.10988645348534623,0.0560224089635854,False
score1,1,16,17,Jorge Cuenca,DEF,,0.07772133983129803,0.0952380952380952,0.0726829858335866,,0.15384103487948475,0.0865800865800865,False
score1,1,16,17,Kenny Tete,DEF,,0.04317852212849892,0.0529100529100529,0.0726829858335866,,0.08546724159971378,0.0476190476190476,False
score1,1,16,17,Emile Smith Rowe,MID,,0.1832679604444885,0.2199494116353239,0.1848331582093885,,0.16105497274349592,0.2116402116402116,False
score1,1,16,17,Adama Traore,MID,,0.17634450416102998,0.2116402116402116,0.1848331582093885,,0.15497067377318602,0.1904761904761905,False
score1,1,16,17,Ryan Sessegnon,MID,,0.1133643241035193,0.1360544217687075,0.1848331582093885,,0.09962400456847674,0.119047619047619,False
score1,1,16,17,Harry Wilson,MID,,0.1983875671811588,0.2380952380952381,0.1848331582093885,,0.17434200799483432,0.253968253968254,False
score1,1,16,17,Sander Berge,MID,,0.07935502687246349,0.0952380952380952,0.1848331582093885,,0.0697368031979337,0.0865800865800865,False
score1,1,16,17,Tom Cairney,MID,,0.12208465672686691,0.1465201465201465,0.1848331582093885,,0.10728738953528263,0.126984126984127,False
score1,1,16,17,Sasa Lukic,MID,,0.10580670249661804,0.126984126984127,0.1848331582093885,,0.09298240426391165,0.1120448179271709,False
score1,1,16,17,Josh King,MID,,0.1832679604444885,0.2199494116353239,0.1848331582093885,,0.16105497274349592,0.1904761904761905,False
score1,1,16,17,Harrison Reed,MID,,0.07935502687246349,0.0952380952380952,0.1848331582093885,,0.0697368031979337,0.0865800865800865,False
score1,1,16,17,Raul Jimenez,FWD,,0.33470102065810975,0.3968253968253968,0.30354858145419655,,0.15228124628760087,0.3621220351258374,False
score1,1,16,17,Kevin,MID,,0.1832679604444885,0.2199494116353239,0.1848331582093885,,0.16105497274349592,0.2116402116402116,False
score1,1,16,17,Jonah Kusi-Asare,FWD,,0.21420865322119026,0.253968253968254,0.30354858145419655,,0.09745999762406457,0.2721088435374149,False
score1,1,16,17,Jayden Bogle,DEF,,0.1384649972027785,0.126984126984127,0.0726829858335866,,0.2784272304122278,0.1360544217687075,False
score1,1,16,17,Pascal Struijk,DEF,,0.10384874790208384,0.0952380952380952,0.0726829858335866,,0.20882042280917074,0.1058201058201058,False
score1,1,16,17,Jaka Bijol,DEF,,0.074177677072917,0.0680272108843537,0.0726829858335866,,0.14915744486369334,0.0680272108843537,False
score1,1,16,17,Sebastiaan Bornauw,DEF,,0.074177677072917,0.0680272108843537,0.0726829858335866,,0.14915744486369334,0.0680272108843537,False
score1,1,16,17,Sam Byram,DEF,,0.05192437395104192,0.0476190476190476,0.0726829858335866,,0.10441021140458537,0.050125313283208,False
score1,1,16,17,Gabriel Gudmundsson,DEF,,0.10384874790208384,0.0952380952380952,0.0726829858335866,,0.20882042280917074,0.1058201058201058,False
score1,1,16,17,Joe Rodon,DEF,,0.07988365223237213,0.0732600732600732,0.0726829858335866,,0.16063109446859278,0.0793650793650793,False
score1,1,16,17,Brenden Aaronson,MID,,0.246253218913136,0.2116402116402116,0.1848331582093885,,0.2172180993606925,0.2116402116402116,False
score1,1,16,17,Wilfried Gnonto,MID,,0.246253218913136,0.2116402116402116,0.1848331582093885,,0.2172180993606925,0.2116402116402116,False
score1,1,16,17,Jack Harrison,MID,,0.18468991418485198,0.1587301587301587,0.1848331582093885,,0.16291357452051936,0.1731601731601732,False
score1,1,16,17,Ethan Ampadu,MID,,0.05540697425545559,0.0476190476190476,0.1848331582093885,,0.048874072356155804,0.050125313283208,False
score1,1,16,17,Ilia Gruev,MID,,0.07387596567394071,0.0634920634920634,0.1848331582093885,,0.06516542980820766,0.0680272108843537,False
score1,1,16,17,Ao Tanaka,MID,,0.13851743563863897,0.119047619047619,0.1848331582093885,,0.1221851808903895,0.126984126984127,False
score1,1,16,17,Joel Piroe,FWD,,0.2961816978846525,0.253968253968254,0.30354858145419655,,0.13430405764391573,0.2721088435374149,False
score1,1,16,17,Lukas Nmecha,FWD,,0.2961816978846525,0.253968253968254,0.30354858145419655,,0.13430405764391573,0.2721088435374149,False
score1,1,16,17,Anton Stach,MID,,0.14775193134788164,0.126984126984127,0.1848331582093885,,0.13033085961641552,0.1360544217687075,False
score1,1,16,17,Dominic Calvert-Lewin,FWD,,0.30852260196317954,0.2645502645502645,0.30354858145419655,,0.1399000600457455,0.2801120448179272,False
score1,1,16,17,Noah Okafor,MID,,0.2955038626957633,0.253968253968254,0.1848331582093885,,0.26066171923283105,0.2645502645502645,False
score1,1,16,17,James Justin,DEF,,0.07988365223237213,0.0732600732600732,0.0726829858335866,,0.16063109446859278,0.0793650793650793,False
score1,1,16,17,Milos Kerkez,DEF,,0.06629757159407594,0.0793650793650793,0.0726829858335866,,0.13153014389587064,0.0680272108843537,False
score1,1,16,17,Virgil van Dijk,DEF,,0.08839676212543464,0.1058201058201058,0.0726829858335866,,0.1753735251944943,0.0952380952380952,False
score1,1,16,17,Ibrahima Konate,DEF,,0.06629757159407594,0.0793650793650793,0.0726829858335866,,0.13153014389587064,0.0680272108843537,False
score1,1,16,17,Joe Gomez,DEF,,0.06629757159407594,0.0793650793650793,0.0726829858335866,,0.13153014389587064,0.0732600732600732,False
score1,1,16,17,Calvin Ramsay,DEF,,0.07955708591289115,0.0952380952380952,0.0726829858335866,,0.15783617267504485,0.0793650793650793,False
score1,1,16,17,Florian Wirtz,MID,,0.2319699387114861,0.2645502645502645,0.1848331582093885,,0.20856246501430514,0.2380952380952381,False
score1,1,16,17,Federico Chiesa,MID,,0.2609661810504219,0.2976190476190476,0.1848331582093885,,0.23463277314109332,0.2645502645502645,False
score1,1,16,17,Alexis Mac Allister,MID,,0.13918196322689164,0.1587301587301587,0.1848331582093885,,0.12513747900858307,0.1360544217687075,False
score1,1,16,17,Dominik Szoboszlai,MID,,0.2899624233893576,0.3306878306878306,0.1848331582093885,,0.26070308126788144,0.253968253968254,False
score1,1,16,17,Curtis Jones,MID,,0.18557595096918889,0.2116402116402116,0.1848331582093885,,0.1668499720114441,0.1904761904761905,False
score1,1,16,17,Ryan Gravenberch,MID,,0.11929882562305003,0.1360544217687075,0.1848331582093885,,0.10726069629307124,0.126984126984127,False
score1,1,16,17,Trey Nyoni,MID,,0.16701835587227004,0.1904761904761905,0.1848331582093885,,0.15016497481029975,0.1731601731601732,False
score1,1,16,17,Alexander Isak,FWD,,0.41003576152974747,0.4535147392290249,0.30354858145419655,,0.1927476305592141,0.3968253968253968,False
score1,1,16,17,Hugo Ekitike,FWD,,0.38270004409443104,0.4232804232804233,0.30354858145419655,,0.1798977885219332,0.3809523809523809,False
