player,prob
Danny Welbeck,0.17316017316017315
Charalampos Kostoulas,0.11904761904761904
Diego Gomez,0.07936507936507936
Georginio Rutter,0.07326007326007326
Matt O'Riley,0.06349206349206349
Harry Howell,0.05602240896358543
Yankuba Minteh,0.05602240896358543
Solly March,0.05291005291005291
Jack Hinshelwood,0.05012531328320802
Yasin Ayari,0.041407867494824016
Maxim De Cuyper,0.03663003663003663
Pascal Gross,0.03072196620583717
Ferdi Kadioglu,0.0156128024980484
Mats Wieffer,0.0156128024980484
Jan Paul van Hecke,0.014214641080312722
Carlos Baleba,0.009429514380009428
James Milner,0.009429514380009428
Lewis Dunk,0.00630715862503942
Igor Julio,0.004738213693437574
Joel Veltman,0.004738213693437574
Olivier Boscagli,0.004738213693437574
Benjamin Sesko,0.07936507936507936
Matheus Cunha,0.05291005291005291
Bryan Mbeumo,0.047619047619047616
Joshua Zirkzee,0.047619047619047616
Bruno Fernandes,0.041407867494824016
Amad Diallo,0.026455026455026454
Patrick Dorgu,0.026455026455026454
Shea Lacey,0.026455026455026454
Jack Moorhouse,0.020703933747412008
Mason Mount,0.018674136321195144
Jim Thwaites,0.01341381623071764
Jack Fletcher,0.011757789535567312
Kobbie Mainoo,0.00630715862503942
Tyler Fletcher,0.005411255411255411
Ayden Heaven,0.004738213693437574
Diogo Dalot,0.004738213693437574
Godwill Kukonki,0.004738213693437574
Harry Maguire,0.004738213693437574
Leny Yoro,0.004738213693437574
Lisandro Martinez,0.004738213693437574
Luke Shaw,0.004738213693437574
Manuel Ugarte,0.004738213693437574
Noussair Mazraoui,0.004738213693437574
Tyler Fredricson,0.004738213693437574
Tyrell Malacia,0.004738213693437574
Zian Flemming,0.12698412698412698
Ashley Barnes,0.09523809523809523
Lyle Foster,0.09523809523809523
Armando Broja,0.08658008658008658
Zeki Amdouni,0.07326007326007326
Jaidon Anthony,0.06802721088435373
Jacob Bruun Larsen,0.05602240896358543
Marcus Edwards,0.05012531328320802
Loum Tchaouna,0.047619047619047616
Mike Tresor,0.04535147392290249
Lesley Ugochukwu,0.026455026455026454
Hannibal Mejbri,0.020703933747412008
James Ward-Prowse,0.0156128024980484
Josh Laurent,0.010465724751439037
Connor Roberts,0.00630715862503942
Florentino,0.00630715862503942
Lucas Pires,0.00630715862503942
Quilindschy Hartman,0.005411255411255411
Axel Tuanzebe,0.004738213693437574
Bashir Humphreys,0.004738213693437574
Hjalmar Ekdal,0.004738213693437574
Joe Worrall,0.004738213693437574
Kyle Walker,0.004738213693437574
Maxime Esteve,0.004738213693437574
Tolu Arokodare,0.07326007326007326
Adam Armstrong,0.06802721088435373
Hwang Hee-Chan,0.05602240896358543
Mateus Mane,0.05291005291005291
Jean-Ricner Bellegarde,0.04535147392290249
Angel Gomes,0.026455026455026454
Rodrigo Gomes,0.026455026455026454
Tom Edozie,0.023228803716608595
Joao Gomes,0.01341381623071764
Hugo Bueno,0.009429514380009428
Ladislav Krejci,0.007558578987150415
Yerson Mosquera,0.00630715862503942
Andre,0.004738213693437574
David Moller Wolfe,0.004738213693437574
Jackson Tchatchoua,0.004738213693437574
Matt Doherty,0.004738213693437574
Pedro Lima,0.004738213693437574
Saheed Olagunju,0.004738213693437574
Santiago Bueno,0.004738213693437574
Toti Gomes,0.004738213693437574
Erling Haaland,0.33068783068783064
Omar Marmoush,0.21164021164021163
Antoine Semenyo,0.17316017316017315
Phil Foden,0.11904761904761904
Rayan Cherki,0.10582010582010581
Tijjani Reijnders,0.08658008658008658
Jeremy Doku,0.07936507936507936
Savinho,0.07936507936507936
Rayan Ait-Nouri,0.06349206349206349
Nico O'Reilly,0.047619047619047616
Bernardo Silva,0.03663003663003663
Marc Guehi,0.026455026455026454
Mateo Kovacic,0.026455026455026454
Nico Gonzalez,0.026455026455026454
Rodri,0.020703933747412008
Josko Gvardiol,0.0156128024980484
Matheus Nunes,0.012531328320802004
Rico Lewis,0.012531328320802004
John Stones,0.010465724751439037
Abdukodir Khusanov,0.007558578987150415
Nathan Ake,0.00630715862503942
Ruben Dias,0.005411255411255411
Ollie Watkins,0.06349206349206349
Tammy Abraham,0.05291005291005291
Morgan Rogers,0.03663003663003663
Emiliano Buendia,0.020703933747412008
Harvey Elliott,0.020703933747412008
Leon Bailey,0.018674136321195144
John McGinn,0.0156128024980484
Ross Barkley,0.014214641080312722
Jadon Sancho,0.01341381623071764
Matty Cash,0.009429514380009428
Amadou Onana,0.007558578987150415
Douglas Luiz,0.007558578987150415
Youri Tielemans,0.007558578987150415
Andres Garcia,0.004738213693437574
Ezri Konsa,0.004738213693437574
Ian Maatsen,0.004738213693437574
Lamare Bogarde,0.004738213693437574
Lucas Digne,0.004738213693437574
Pau Torres,0.004738213693437574
Tyrone Mings,0.004738213693437574
Victor Lindelof,0.004738213693437574
Raul Jimenez,0.10582010582010581
Rodrigo Muniz,0.10025062656641603
Harry Wilson,0.06802721088435373
Jonah Kusi-Asare,0.06802721088435373
Emile Smith Rowe,0.041407867494824016
Josh King,0.03663003663003663
Kevin,0.03663003663003663
Oscar Bobb,0.03663003663003663
Samuel Chukwueze,0.03663003663003663
Ryan Sessegnon,0.026455026455026454
Alex Iwobi,0.018674136321195144
Tom Cairney,0.012531328320802004
Sasa Lukic,0.009429514380009428
Harrison Reed,0.005411255411255411
Antonee Robinson,0.004738213693437574
Calvin Bassey,0.004738213693437574
Issa Diop,0.004738213693437574
Jorge Cuenca,0.004738213693437574
Kenny Tete,0.004738213693437574
Sander Berge,0.004738213693437574
Timothy Castagne,0.004738213693437574
William Osula,0.09523809523809523
Yoane Wissa,0.09523809523809523
Anthony Gordon,0.08658008658008658
Harvey Barnes,0.07936507936507936
Nick Woltemade,0.07326007326007326
Sean Neave,0.05012531328320802
Anthony Elanga,0.04535147392290249
Bruno Guimaraes,0.04535147392290249
Jacob Murphy,0.04535147392290249
Jacob Ramsey,0.023228803716608595
Joe Willock,0.018674136321195144
Joelinton,0.017006802721088433
Sandro Tonali,0.0156128024980484
Malick Thiaw,0.012531328320802004
Lewis Hall,0.00630715862503942
Dan Burn,0.005411255411255411
Alex Murphy,0.004738213693437574
Kieran Trippier,0.004738213693437574
Leo Shahar,0.004738213693437574
Sven Botman,0.004738213693437574
