Team,Gameweek,Opponent,Win,Opponent Win,Diff,Venue,F1 Score 1+,F1 Assist,F1 Yellow Card,F1 Clean Sheet,F1 Concede 2+ Goals,F1 Concede 4+ Goals,F1 3+ Saves,F1 6+ Saves
Newcastle,GW1,Aston Villa,0.33,0.40,-0.08,A,0.086580087,0.041407867,0.366300366,0.207746479,0.5,0.096004339,#N/A,#N/A
Newcastle,GW1,Aston Villa,0.33,0.40,-0.08,A,0.086580087,0.056022409,0.396825397,0.207746479,0.5,0.096004339,#N/A,#N/A
Newcastle,GW1,Aston Villa,0.33,0.40,-0.08,A,#N/A,#N/A,#N/A,0.207746479,0.5,0.096004339,#N/A,#N/A
Newcastle,GW1,Aston Villa,0.33,0.40,-0.08,A,0.056022409,0.095238095,0.219949412,0.207746479,0.5,0.096004339,#N/A,#N/A
Newcastle,GW1,Aston Villa,0.33,0.40,-0.08,A,0.272108844,0.173160173,0.346320346,0.207746479,0.5,0.096004339,#N/A,#N/A
Newcastle,GW1,Aston Villa,0.33,0.40,-0.08,A,0.272108844,0.173160173,0.126984127,0.207746479,0.5,0.096004339,#N/A,#N/A
Newcastle,GW1,Aston Villa,0.33,0.40,-0.08,A,0.272108844,0.19047619,0.19047619,0.207746479,0.5,0.096004339,#N/A,#N/A
Newcastle,GW1,Aston Villa,0.33,0.40,-0.08,A,0.105820106,0.136054422,0.366300366,0.207746479,0.5,0.096004339,#N/A,#N/A
Newcastle,GW1,Aston Villa,0.33,0.40,-0.08,A,0.211640212,0.19047619,0.219949412,0.207746479,0.5,0.096004339,#N/A,#N/A
Newcastle,GW1,Aston Villa,0.33,0.40,-0.08,A,0.238095238,0.095238095,0.346320346,0.207746479,0.5,0.096004339,#N/A,#N/A
Newcastle,GW1,Aston Villa,0.33,0.40,-0.08,A,0.136054422,0.086580087,0.366300366,0.207746479,0.5,0.096004339,#N/A,#N/A
Newcastle,GW1,Aston Villa,0.33,0.40,-0.08,A,#N/A,#N/A,#N/A,0.207746479,0.5,0.096004339,#N/A,#N/A
Newcastle,GW1,Aston Villa,0.33,0.40,-0.08,A,#N/A,#N/A,#N/A,0.207746479,0.5,0.096004339,#N/A,#N/A
Newcastle,GW1,Aston Villa,0.33,0.40,-0.08,A,#N/A,#N/A,#N/A,0.207746479,0.5,0.096004339,#N/A,#N/A
Newcastle,GW1,Aston Villa,0.33,0.40,-0.08,A,#N/A,#N/A,#N/A,0.207746479,0.5,0.096004339,#N/A,#N/A
Newcastle,GW1,Aston Villa,0.33,0.40,-0.08,A,0.105820106,0.136054422,0.200501253,0.207746479,0.5,0.096004339,#N/A,#N/A
Newcastle,GW1,Aston Villa,0.33,0.40,-0.08,A,#N/A,#N/A,#N/A,0.207746479,0.5,0.096004339,#N/A,#N/A
Newcastle,GW1,Aston Villa,0.33,0.40,-0.08,A,#N/A,#N/A,#N/A,0.207746479,0.5,0.096004339,#N/A,#N/A
Newcastle,GW1,Aston Villa,0.33,0.40,-0.08,A,0.272108844,0.105820106,0.264550265,0.207746479,0.5,0.096004339,#N/A,#N/A
Newcastle,GW1,Aston Villa,0.33,0.40,-0.08,A,0.293040293,0.073260073,0.219949412,0.207746479,0.5,0.096004339,#N/A,#N/A
Nott'm Forest,GW1,Brentford,0.51,0.23,0.28,H,#N/A,#N/A,0.136054422,#N/A,#N/A,#N/A,0.573723465,0.086580087
Nott'm Forest,GW1,Brentford,0.51,0.23,0.28,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Nott'm Forest,GW1,Brentford,0.51,0.23,0.28,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Nott'm Forest,GW1,Brentford,0.51,0.23,0.28,H,0.105820106,0.036630037,0.253968254,#N/A,#N/A,#N/A,#N/A,#N/A
Nott'm Forest,GW1,Brentford,0.51,0.23,0.28,H,0.086580087,0.086580087,0.158730159,#N/A,#N/A,#N/A,#N/A,#N/A
Nott'm Forest,GW1,Brentford,0.51,0.23,0.28,H,0.086580087,0.056022409,0.253968254,#N/A,#N/A,#N/A,#N/A,#N/A
Nott'm Forest,GW1,Brentford,0.51,0.23,0.28,H,0.105820106,0.086580087,0.253968254,#N/A,#N/A,#N/A,#N/A,#N/A
Nott'm Forest,GW1,Brentford,0.51,0.23,0.28,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Nott'm Forest,GW1,Brentford,0.51,0.23,0.28,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Nott'm Forest,GW1,Brentford,0.51,0.23,0.28,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Nott'm Forest,GW1,Brentford,0.51,0.23,0.28,H,0.086580087,0.041407867,0.158730159,#N/A,#N/A,#N/A,#N/A,#N/A
Nott'm Forest,GW1,Brentford,0.51,0.23,0.28,H,0.073260073,0.056022409,0.200501253,#N/A,#N/A,#N/A,#N/A,#N/A
Nott'm Forest,GW1,Brentford,0.51,0.23,0.28,H,0.086580087,0.050125313,0.158730159,#N/A,#N/A,#N/A,#N/A,#N/A
Nott'm Forest,GW1,Brentford,0.51,0.23,0.28,H,0.272108844,0.19047619,0.253968254,#N/A,#N/A,#N/A,#N/A,#N/A
Nott'm Forest,GW1,Brentford,0.51,0.23,0.28,H,0.238095238,0.119047619,0.119047619,#N/A,#N/A,#N/A,#N/A,#N/A
Nott'm Forest,GW1,Brentford,0.51,0.23,0.28,H,0.126984127,0.19047619,0.200501253,#N/A,#N/A,#N/A,#N/A,#N/A
Nott'm Forest,GW1,Brentford,0.51,0.23,0.28,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Nott'm Forest,GW1,Brentford,0.51,0.23,0.28,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Nott'm Forest,GW1,Brentford,0.51,0.23,0.28,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Nott'm Forest,GW1,Brentford,0.51,0.23,0.28,H,0.105820106,0.086580087,0.253968254,#N/A,#N/A,#N/A,#N/A,#N/A
Nott'm Forest,GW1,Brentford,0.51,0.23,0.28,H,0.119047619,0.086580087,0.293040293,#N/A,#N/A,#N/A,#N/A,#N/A
Nott'm Forest,GW1,Brentford,0.51,0.23,0.28,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Nott'm Forest,GW1,Brentford,0.51,0.23,0.28,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Nott'm Forest,GW1,Brentford,0.51,0.23,0.28,H,0.346320346,0.105820106,0.105820106,#N/A,#N/A,#N/A,#N/A,#N/A
Nott'm Forest,GW1,Brentford,0.51,0.23,0.28,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Nott'm Forest,GW1,Brentford,0.51,0.23,0.28,H,0.36350418,0.136054422,0.136054422,#N/A,#N/A,#N/A,#N/A,#N/A
Sunderland,GW1,West Ham,0.28,0.43,-0.15,H,#N/A,#N/A,0.146520147,0.233716475,0.441489362,0.074074074,0.573723465,0.086580087
Sunderland,GW1,West Ham,0.28,0.43,-0.15,H,#N/A,#N/A,0.146520147,0.233716475,0.441489362,0.074074074,#N/A,#N/A
Sunderland,GW1,West Ham,0.28,0.43,-0.15,H,#N/A,#N/A,0.146520147,0.233716475,0.441489362,0.074074074,#N/A,#N/A
Sunderland,GW1,West Ham,0.28,0.43,-0.15,H,0.073260073,0.036630037,0.238095238,0.233716475,0.441489362,0.074074074,#N/A,#N/A
Sunderland,GW1,West Ham,0.28,0.43,-0.15,H,0.073260073,0.095238095,0.317460317,0.233716475,0.441489362,0.074074074,#N/A,#N/A
Sunderland,GW1,West Ham,0.28,0.43,-0.15,H,#N/A,#N/A,#N/A,0.233716475,0.441489362,0.074074074,#N/A,#N/A
Sunderland,GW1,West Ham,0.28,0.43,-0.15,H,#N/A,#N/A,#N/A,0.233716475,0.441489362,0.074074074,#N/A,#N/A
Sunderland,GW1,West Ham,0.28,0.43,-0.15,H,0.073260073,0.105820106,0.293040293,0.233716475,0.441489362,0.074074074,#N/A,#N/A
Sunderland,GW1,West Ham,0.28,0.43,-0.15,H,#N/A,#N/A,#N/A,0.233716475,0.441489362,0.074074074,#N/A,#N/A
Sunderland,GW1,West Ham,0.28,0.43,-0.15,H,0.050125313,0.045351474,0.146520147,0.233716475,0.441489362,0.074074074,#N/A,#N/A
Sunderland,GW1,West Ham,0.28,0.43,-0.15,H,#N/A,#N/A,#N/A,0.233716475,0.441489362,0.074074074,#N/A,#N/A
Sunderland,GW1,West Ham,0.28,0.43,-0.15,H,0.073260073,0.045351474,0.317460317,0.233716475,0.441489362,0.074074074,#N/A,#N/A
Sunderland,GW1,West Ham,0.28,0.43,-0.15,H,#N/A,#N/A,#N/A,0.233716475,0.441489362,0.074074074,#N/A,#N/A
Sunderland,GW1,West Ham,0.28,0.43,-0.15,H,0.063492063,0.036630037,0.272108844,0.233716475,0.441489362,0.074074074,#N/A,#N/A
Sunderland,GW1,West Ham,0.28,0.43,-0.15,H,0.073260073,0.036630037,0.238095238,0.233716475,0.441489362,0.074074074,#N/A,#N/A
Sunderland,GW1,West Ham,0.28,0.43,-0.15,H,0.219949412,0.136054422,0.173160173,0.233716475,0.441489362,0.074074074,#N/A,#N/A
Sunderland,GW1,West Ham,0.28,0.43,-0.15,H,0.146520147,0.073260073,0.219949412,0.233716475,0.441489362,0.074074074,#N/A,#N/A
Sunderland,GW1,West Ham,0.28,0.43,-0.15,H,0.158730159,0.158730159,0.219949412,0.233716475,0.441489362,0.074074074,#N/A,#N/A
Sunderland,GW1,West Ham,0.28,0.43,-0.15,H,#N/A,#N/A,#N/A,0.233716475,0.441489362,0.074074074,#N/A,#N/A
Sunderland,GW1,West Ham,0.28,0.43,-0.15,H,#N/A,#N/A,#N/A,0.233716475,0.441489362,0.074074074,#N/A,#N/A
Sunderland,GW1,West Ham,0.28,0.43,-0.15,H,#N/A,#N/A,#N/A,0.233716475,0.441489362,0.074074074,#N/A,#N/A
Sunderland,GW1,West Ham,0.28,0.43,-0.15,H,0.073260073,0.063492063,0.173160173,0.233716475,0.441489362,0.074074074,#N/A,#N/A
Sunderland,GW1,West Ham,0.28,0.43,-0.15,H,0.146520147,0.105820106,0.146520147,0.233716475,0.441489362,0.074074074,#N/A,#N/A
Sunderland,GW1,West Ham,0.28,0.43,-0.15,H,0.158730159,0.119047619,0.238095238,0.233716475,0.441489362,0.074074074,#N/A,#N/A
Sunderland,GW1,West Ham,0.28,0.43,-0.15,H,0.126984127,0.105820106,0.238095238,0.233716475,0.441489362,0.074074074,#N/A,#N/A
Sunderland,GW1,West Ham,0.28,0.43,-0.15,H,0.158730159,0.158730159,0.146520147,0.233716475,0.441489362,0.074074074,#N/A,#N/A
Sunderland,GW1,West Ham,0.28,0.43,-0.15,H,#N/A,#N/A,#N/A,0.233716475,0.441489362,0.074074074,#N/A,#N/A
Sunderland,GW1,West Ham,0.28,0.43,-0.15,H,0.119047619,0.063492063,0.173160173,0.233716475,0.441489362,0.074074074,#N/A,#N/A
Sunderland,GW1,West Ham,0.28,0.43,-0.15,H,#N/A,#N/A,#N/A,0.233716475,0.441489362,0.074074074,#N/A,#N/A
Sunderland,GW1,West Ham,0.28,0.43,-0.15,H,#N/A,#N/A,#N/A,0.233716475,0.441489362,0.074074074,#N/A,#N/A
Sunderland,GW1,West Ham,0.28,0.43,-0.15,H,#N/A,#N/A,#N/A,0.233716475,0.441489362,0.074074074,#N/A,#N/A
Sunderland,GW1,West Ham,0.28,0.43,-0.15,H,#N/A,#N/A,#N/A,0.233716475,0.441489362,0.074074074,#N/A,#N/A
Sunderland,GW1,West Ham,0.28,0.43,-0.15,H,0.272108844,0.086580087,0.219949412,0.233716475,0.441489362,0.074074074,#N/A,#N/A
Sunderland,GW1,West Ham,0.28,0.43,-0.15,H,#N/A,#N/A,#N/A,0.233716475,0.441489362,0.074074074,#N/A,#N/A
Sunderland,GW1,West Ham,0.28,0.43,-0.15,H,#N/A,#N/A,#N/A,0.233716475,0.441489362,0.074074074,#N/A,#N/A
Sunderland,GW1,West Ham,0.28,0.43,-0.15,H,#N/A,#N/A,#N/A,0.233716475,0.441489362,0.074074074,#N/A,#N/A
Sunderland,GW1,West Ham,0.28,0.43,-0.15,H,#N/A,#N/A,#N/A,0.233716475,0.441489362,0.074074074,#N/A,#N/A
Sunderland,GW1,West Ham,0.28,0.43,-0.15,H,0.119047619,0.105820106,0.219949412,0.233716475,0.441489362,0.074074074,#N/A,#N/A
Spurs,GW1,Burnley,0.62,0.15,0.47,H,#N/A,#N/A,0.19047619,#N/A,#N/A,#N/A,0.346320346,0
Spurs,GW1,Burnley,0.62,0.15,0.47,H,#N/A,#N/A,0.126984127,#N/A,#N/A,#N/A,#N/A,#N/A
Spurs,GW1,Burnley,0.62,0.15,0.47,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Spurs,GW1,Burnley,0.62,0.15,0.47,H,0.136054422,0.211640212,0.19047619,#N/A,#N/A,#N/A,#N/A,#N/A
Spurs,GW1,Burnley,0.62,0.15,0.47,H,0.119047619,0.036630037,0.253968254,#N/A,#N/A,#N/A,#N/A,#N/A
Spurs,GW1,Burnley,0.62,0.15,0.47,H,0.119047619,0.063492063,0.211640212,#N/A,#N/A,#N/A,#N/A,#N/A
Spurs,GW1,Burnley,0.62,0.15,0.47,H,0.079365079,0.050125313,0.19047619,#N/A,#N/A,#N/A,#N/A,#N/A
Spurs,GW1,Burnley,0.62,0.15,0.47,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Spurs,GW1,Burnley,0.62,0.15,0.47,H,0.100250627,0.136054422,0.173160173,#N/A,#N/A,#N/A,#N/A,#N/A
Spurs,GW1,Burnley,0.62,0.15,0.47,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Spurs,GW1,Burnley,0.62,0.15,0.47,H,0.079365079,0.036630037,0.19047619,#N/A,#N/A,#N/A,#N/A,#N/A
Spurs,GW1,Burnley,0.62,0.15,0.47,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Spurs,GW1,Burnley,0.62,0.15,0.47,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Spurs,GW1,Burnley,0.62,0.15,0.47,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Spurs,GW1,Burnley,0.62,0.15,0.47,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Spurs,GW1,Burnley,0.62,0.15,0.47,H,0.36350418,0.219949412,0.095238095,#N/A,#N/A,#N/A,#N/A,#N/A
Spurs,GW1,Burnley,0.62,0.15,0.47,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Spurs,GW1,Burnley,0.62,0.15,0.47,H,0.346320346,0.219949412,0.158730159,#N/A,#N/A,#N/A,#N/A,#N/A
Spurs,GW1,Burnley,0.62,0.15,0.47,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Spurs,GW1,Burnley,0.62,0.15,0.47,H,0.36350418,0.19047619,0.173160173,#N/A,#N/A,#N/A,#N/A,#N/A
Spurs,GW1,Burnley,0.62,0.15,0.47,H,0.136054422,0.095238095,0.293040293,#N/A,#N/A,#N/A,#N/A,#N/A
Spurs,GW1,Burnley,0.62,0.15,0.47,H,0.173160173,0.105820106,0.238095238,#N/A,#N/A,#N/A,#N/A,#N/A
Spurs,GW1,Burnley,0.62,0.15,0.47,H,0.173160173,0.086580087,0.272108844,#N/A,#N/A,#N/A,#N/A,#N/A
Spurs,GW1,Burnley,0.62,0.15,0.47,H,0.317460317,0.211640212,0.19047619,#N/A,#N/A,#N/A,#N/A,#N/A
Spurs,GW1,Burnley,0.62,0.15,0.47,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Spurs,GW1,Burnley,0.62,0.15,0.47,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Spurs,GW1,Burnley,0.62,0.15,0.47,H,0.119047619,0.119047619,0.19047619,#N/A,#N/A,#N/A,#N/A,#N/A
Spurs,GW1,Burnley,0.62,0.15,0.47,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Spurs,GW1,Burnley,0.62,0.15,0.47,H,0.211640212,0.105820106,0.211640212,#N/A,#N/A,#N/A,#N/A,#N/A
Spurs,GW1,Burnley,0.62,0.15,0.47,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Spurs,GW1,Burnley,0.62,0.15,0.47,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Spurs,GW1,Burnley,0.62,0.15,0.47,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Spurs,GW1,Burnley,0.62,0.15,0.47,H,0.414078675,0.238095238,0.158730159,#N/A,#N/A,#N/A,#N/A,#N/A
Spurs,GW1,Burnley,0.62,0.15,0.47,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Spurs,GW1,Burnley,0.62,0.15,0.47,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
West Ham,GW1,Sunderland,0.43,0.28,0.15,A,#N/A,#N/A,0.19047619,0.311926606,0.337349398,0.046104928,0.52042675,0
West Ham,GW1,Sunderland,0.43,0.28,0.15,A,#N/A,#N/A,0.219949412,0.311926606,0.337349398,0.046104928,#N/A,#N/A
West Ham,GW1,Sunderland,0.43,0.28,0.15,A,#N/A,#N/A,#N/A,0.311926606,0.337349398,0.046104928,#N/A,#N/A
West Ham,GW1,Sunderland,0.43,0.28,0.15,A,0.112044818,0.119047619,0.253968254,0.311926606,0.337349398,0.046104928,#N/A,#N/A
West Ham,GW1,Sunderland,0.43,0.28,0.15,A,#N/A,#N/A,#N/A,0.311926606,0.337349398,0.046104928,#N/A,#N/A
West Ham,GW1,Sunderland,0.43,0.28,0.15,A,0.073260073,0.045351474,0.219949412,0.311926606,0.337349398,0.046104928,#N/A,#N/A
West Ham,GW1,Sunderland,0.43,0.28,0.15,A,0.126984127,0.032840722,0.280112045,0.311926606,0.337349398,0.046104928,#N/A,#N/A
West Ham,GW1,Sunderland,0.43,0.28,0.15,A,0.073260073,0.050125313,0.200501253,0.311926606,0.337349398,0.046104928,#N/A,#N/A
West Ham,GW1,Sunderland,0.43,0.28,0.15,A,#N/A,#N/A,#N/A,0.311926606,0.337349398,0.046104928,#N/A,#N/A
West Ham,GW1,Sunderland,0.43,0.28,0.15,A,0.063492063,0.028011204,0.331840053,0.311926606,0.337349398,0.046104928,#N/A,#N/A
West Ham,GW1,Sunderland,0.43,0.28,0.15,A,0.063492063,0.063492063,0.280112045,0.311926606,0.337349398,0.046104928,#N/A,#N/A
West Ham,GW1,Sunderland,0.43,0.28,0.15,A,#N/A,#N/A,#N/A,0.311926606,0.337349398,0.046104928,#N/A,#N/A
West Ham,GW1,Sunderland,0.43,0.28,0.15,A,0.293040293,0.158730159,0.346320346,0.311926606,0.337349398,0.046104928,#N/A,#N/A
West Ham,GW1,Sunderland,0.43,0.28,0.15,A,#N/A,#N/A,#N/A,0.311926606,0.337349398,0.046104928,#N/A,#N/A
West Ham,GW1,Sunderland,0.43,0.28,0.15,A,0.126984127,0.158730159,0.19047619,0.311926606,0.337349398,0.046104928,#N/A,#N/A
West Ham,GW1,Sunderland,0.43,0.28,0.15,A,#N/A,#N/A,#N/A,0.311926606,0.337349398,0.046104928,#N/A,#N/A
West Ham,GW1,Sunderland,0.43,0.28,0.15,A,#N/A,#N/A,#N/A,0.311926606,0.337349398,0.046104928,#N/A,#N/A
West Ham,GW1,Sunderland,0.43,0.28,0.15,A,0.272108844,0.158730159,0.200501253,0.311926606,0.337349398,0.046104928,#N/A,#N/A
West Ham,GW1,Sunderland,0.43,0.28,0.15,A,#N/A,#N/A,#N/A,0.311926606,0.337349398,0.046104928,#N/A,#N/A
West Ham,GW1,Sunderland,0.43,0.28,0.15,A,#N/A,#N/A,#N/A,0.311926606,0.337349398,0.046104928,#N/A,#N/A
West Ham,GW1,Sunderland,0.43,0.28,0.15,A,#N/A,#N/A,#N/A,0.311926606,0.337349398,0.046104928,#N/A,#N/A
West Ham,GW1,Sunderland,0.43,0.28,0.15,A,#N/A,#N/A,#N/A,0.311926606,0.337349398,0.046104928,#N/A,#N/A
West Ham,GW1,Sunderland,0.43,0.28,0.15,A,0.126984127,0.086580087,0.253968254,0.311926606,0.337349398,0.046104928,#N/A,#N/A
West Ham,GW1,Sunderland,0.43,0.28,0.15,A,0.112044818,0.045351474,0.219949412,0.311926606,0.337349398,0.046104928,#N/A,#N/A
West Ham,GW1,Sunderland,0.43,0.28,0.15,A,0.346320346,0.219949412,0.119047619,0.311926606,0.337349398,0.046104928,#N/A,#N/A
West Ham,GW1,Sunderland,0.43,0.28,0.15,A,0.346320346,0.158730159,0.136054422,0.311926606,0.337349398,0.046104928,#N/A,#N/A
West Ham,GW1,Sunderland,0.43,0.28,0.15,A,0.293040293,0.086580087,0.253968254,0.311926606,0.337349398,0.046104928,#N/A,#N/A
West Ham,GW1,Sunderland,0.43,0.28,0.15,A,0.073260073,0.119047619,0.200501253,0.311926606,0.337349398,0.046104928,#N/A,#N/A
Wolves,GW1,Man City,0.15,0.63,-0.48,H,#N/A,#N/A,0.173160173,#N/A,#N/A,#N/A,#N/A,#N/A
Wolves,GW1,Man City,0.15,0.63,-0.48,H,#N/A,#N/A,0.211640212,#N/A,#N/A,#N/A,0.793650794,0.272108844
Wolves,GW1,Man City,0.15,0.63,-0.48,H,#N/A,#N/A,0.211640212,#N/A,#N/A,#N/A,#N/A,#N/A
Wolves,GW1,Man City,0.15,0.63,-0.48,H,#N/A,#N/A,0.211640212,#N/A,#N/A,#N/A,#N/A,#N/A
Wolves,GW1,Man City,0.15,0.63,-0.48,H,0.056022409,0.041407867,0.272108844,#N/A,#N/A,#N/A,#N/A,#N/A
Wolves,GW1,Man City,0.15,0.63,-0.48,H,0.056022409,0.063492063,0.173160173,#N/A,#N/A,#N/A,#N/A,#N/A
Wolves,GW1,Man City,0.15,0.63,-0.48,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Wolves,GW1,Man City,0.15,0.63,-0.48,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Wolves,GW1,Man City,0.15,0.63,-0.48,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Wolves,GW1,Man City,0.15,0.63,-0.48,H,0.036630037,0.032840722,0.211640212,#N/A,#N/A,#N/A,#N/A,#N/A
Wolves,GW1,Man City,0.15,0.63,-0.48,H,0.056022409,0.045351474,0.173160173,#N/A,#N/A,#N/A,#N/A,#N/A
Wolves,GW1,Man City,0.15,0.63,-0.48,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Wolves,GW1,Man City,0.15,0.63,-0.48,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Wolves,GW1,Man City,0.15,0.63,-0.48,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Wolves,GW1,Man City,0.15,0.63,-0.48,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Wolves,GW1,Man City,0.15,0.63,-0.48,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Wolves,GW1,Man City,0.15,0.63,-0.48,H,0.063492063,0.050125313,0.331840053,#N/A,#N/A,#N/A,#N/A,#N/A
Wolves,GW1,Man City,0.15,0.63,-0.48,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Wolves,GW1,Man City,0.15,0.63,-0.48,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Wolves,GW1,Man City,0.15,0.63,-0.48,H,0.119047619,0.041407867,0.307219662,#N/A,#N/A,#N/A,#N/A,#N/A
Wolves,GW1,Man City,0.15,0.63,-0.48,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Wolves,GW1,Man City,0.15,0.63,-0.48,H,0.173160173,0.056022409,0.307219662,#N/A,#N/A,#N/A,#N/A,#N/A
Wolves,GW1,Man City,0.15,0.63,-0.48,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Wolves,GW1,Man City,0.15,0.63,-0.48,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Wolves,GW1,Man City,0.15,0.63,-0.48,H,0.126984127,0.086580087,0.173160173,#N/A,#N/A,#N/A,#N/A,#N/A
Wolves,GW1,Man City,0.15,0.63,-0.48,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Wolves,GW1,Man City,0.15,0.63,-0.48,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Wolves,GW1,Man City,0.15,0.63,-0.48,H,0.200501253,0.086580087,0.112044818,#N/A,#N/A,#N/A,#N/A,#N/A
Wolves,GW1,Man City,0.15,0.63,-0.48,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Wolves,GW1,Man City,0.15,0.63,-0.48,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Wolves,GW1,Man City,0.15,0.63,-0.48,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Wolves,GW1,Man City,0.15,0.63,-0.48,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Wolves,GW1,Man City,0.15,0.63,-0.48,H,0.173160173,0.119047619,0.272108844,#N/A,#N/A,#N/A,#N/A,#N/A
Wolves,GW1,Man City,0.15,0.63,-0.48,H,0.056022409,0.073260073,0.238095238,0.135802469,0.625,0.188311688,#N/A,#N/A
Wolves,GW1,Man City,0.15,0.63,-0.48,H,0.126984127,0.105820106,0.211640212,0.25,0.410994764,0.064254523,#N/A,#N/A
Wolves,GW1,Man City,0.15,0.63,-0.48,H,0.253968254,0.136054422,0.173160173,#N/A,#N/A,#N/A,#N/A,#N/A
Wolves,GW1,Man City,0.15,0.63,-0.48,H,#N/A,#N/A,0.119047619,0.233716475,0.441489362,0.074074074,#N/A,#N/A
Wolves,GW1,Man City,0.15,0.63,-0.48,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Wolves,GW1,Man City,0.15,0.63,-0.48,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Arsenal,GW2,Leeds,0.72,0.11,0.62,H,#N/A,#N/A,0.136054422,0.5,0.171686747,0.01926849,0.272108844,0
Arsenal,GW2,Leeds,0.72,0.11,0.62,H,#N/A,#N/A,0.136054422,0.5,0.171686747,0.01926849,#N/A,#N/A
Arsenal,GW2,Leeds,0.72,0.11,0.62,H,#N/A,#N/A,#N/A,0.5,0.171686747,0.01926849,#N/A,#N/A
Arsenal,GW2,Leeds,0.72,0.11,0.62,H,#N/A,#N/A,0.136054422,0.5,0.171686747,0.01926849,#N/A,#N/A
Arsenal,GW2,Leeds,0.72,0.11,0.62,H,0.19047619,0.050125313,0.136054422,0.5,0.171686747,0.01926849,#N/A,#N/A
Arsenal,GW2,Leeds,0.72,0.11,0.62,H,0.100250627,0.045351474,0.112044818,0.5,0.171686747,0.01926849,#N/A,#N/A
